ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,item_name,item_category,patch_introduced,required_level,optimal_level,required_rank,suits_classes,fits_races,favors_classes,requires_classes,gender_restriction,wear_durability_points,base_material,base_item,dye_colors,defense,magic_defense,damage,delay_seconds,number_of_attacks,recast_seconds,duration_seconds,blunt_attack_pct,piercing_attack_pct,slashing_attack_pct,projectile_attack_pct,evasion_bonus,magic_evasion_bonus,accuracy_bonus,magic_accuracy_bonus,attack_magic_potency_bonus,healing_magic_potency_bonus,enhancement_magic_potency_bonus,enfeebling_magic_potency_bonus,strength_bonus,vitality_bonus,dexterity_bonus,intelligence_bonus,mind_bonus,piety_bonus,hp_bonus,mp_bonus,craftsmanship_bonus,magic_craftsmanship_bonus,gathering_bonus,perception_bonus,output_bonus,has_attributes,materia_effect,meld_slots,meldable,convertible,materia_catalyst,recipe_templates_raw,stack_max,unique,untradeable,resale_price_gil,repair_class,repair_level,hq_effect,hq_bonus_attribute,description,source
Velveteen Tunic Back (Green),473115,2011-10-01T15:43:19Z,1,Velveteen Tunic Back (Green),Back Cloth,,,,,All Classes,,,,,,Hunter Green Velveteen,Velveteen Tunic Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Back (Green) |Primary Skill = Weaving |Primary Skill Level = 31 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Hunter Green Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tunic Back (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from hunter green velveteen,ge-item-pages
Velveteen Tunic Back (Red),473149,2011-10-01T15:43:26Z,1,Velveteen Tunic Back (Red),Back Cloth,,,,,All Classes,,,,,,Wine-red Velveteen,Velveteen Tunic Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Back (Red) |Primary Skill = Weaving |Primary Skill Level = 31 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Wine-red Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tunic Back (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from wine-red velveteen,ge-item-pages
Velveteen Tunic Back (Yellow),473128,2011-10-01T15:43:34Z,1,Velveteen Tunic Back (Yellow),Back Cloth,,,,,All Classes,,,,,,Cream-yellow Velveteen,Velveteen Tunic Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Back (Yellow) |Primary Skill = Weaving |Primary Skill Level = 31 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Cream-yellow Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tunic Back (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from cream-yellow velveteen,ge-item-pages
Velveteen Tunic Front,473194,2011-10-01T15:42:33Z,1,Velveteen Tunic Front,Front Cloth,,,,,All Classes,,,,,,Undyed Velveteen,Velveteen Tunic Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Front |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Undyed Velveteen, Cotton Yarn, Iron Buckle |Main Hand NQ = Velveteen Tunic Front |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from undyed velveteen.,ge-item-pages
Velveteen Tunic Front (Black),473226,2011-10-01T15:43:01Z,1,Velveteen Tunic Front (Black),Front Cloth,,,,,All Classes,,,,,,Raven-black Velveteen,Velveteen Tunic Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Front (Black) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Raven-black Velveteen, Cotton Yarn, Iron Buckle |Main Hand NQ = Velveteen Tunic Front (Black) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from raven-black velveteen.,ge-item-pages
Velveteen Tunic Front (Green),473246,2011-10-01T15:42:53Z,1,Velveteen Tunic Front (Green),Front Cloth,,,,,All Classes,,,,,,Hunter Green Velveteen,Velveteen Tunic Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Front (Green) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Hunter Green Velveteen, Cotton Yarn, Iron Buckle |Main Hand NQ = Velveteen Tunic Front (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from hunter green velveteen.,ge-item-pages
Velveteen Tunic Front (Red),473209,2011-10-01T15:42:47Z,1,Velveteen Tunic Front (Red),Front Cloth,,,,,All Classes,,,,,,Wine-red Velveteen,Velveteen Tunic Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Front (Red) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Wine-red Velveteen, Cotton Yarn, Iron Buckle |Main Hand NQ = Velveteen Tunic Front (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from wine-red velveteen.,ge-item-pages
Velveteen Tunic Front (Yellow),473177,2011-10-01T15:42:39Z,1,Velveteen Tunic Front (Yellow),Front Cloth,,,,,All Classes,,,,,,Cream-yellow Velveteen,Velveteen Tunic Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Front (Yellow) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Cream-yellow Velveteen, Cotton Yarn, Iron Buckle |Main Hand NQ = Velveteen Tunic Front (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from cream-yellow velveteen.,ge-item-pages
Velveteen Turban,237184,2012-05-11T02:45:34Z,0,Velveteen Turban,Headwear,,,25,,All Classes,,,,,13900,,,"Green, Yellow",20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Turban |Primary Skill = Weaving |Primary Skill Level = 27 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Velveteen, Undyed Cotton Cloth, Dew Thread |Main Hand NQ = Velveteen Turban |Main Hand HQ+1 = Velveteen Turban +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Turban |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1419,Weaver,15,,Dexterity,,ge-item-pages
Velveteen Turban of Invoking,405043,2012-05-11T02:46:18Z,0,Velveteen Turban of Invoking,Headwear,,25,,,,,,Disciplines of War or Magic,,13900,,,"Green, Yellow",20,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Turban of Invoking |Primary Skill = Weaving |Primary Skill Level = 27 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Ice Shard |Crystal 1 Amount = 4 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Undyed Velveteen, Velveteen Turban |Main Hand NQ = Velveteen Turban of Invoking |Main Hand HQ+1 = Velveteen Turban of Invoking +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Turban of Invoking |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1419,Weaver,15,,Piety,,ge-item-pages
Velveteen Turban of Slaying,405070,2012-05-11T02:46:06Z,0,Velveteen Turban of Slaying,Headwear,,25,,,,,,Discipline of War,,13900,,,"Green, Yellow",20,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Turban of Slaying |Primary Skill = Weaving |Primary Skill Level = 27 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Fire Shard |Crystal 1 Amount = 7 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Undyed Velveteen, Velveteen Turban |Main Hand NQ = Velveteen Turban of Slaying |Main Hand HQ+1 = Velveteen Turban of Slaying +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Turban of Slaying |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1419,Weaver,15,,Strength,,ge-item-pages
Velveteen Wedge Cap,237595,2012-05-11T03:20:10Z,0,Velveteen Wedge Cap,Hat,,,28,,All Classes,,,,,12500,,,"Red, Yellow",24,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Wedge Cap |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 1 |Ingredients = Undyed Velveteen, Undyed Cotton Cloth, Dew Thread |Main Hand NQ = Velveteen Wedge Cap |Main Hand HQ+1 = Velveteen Wedge Cap +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Wedge Cap |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1856,Weaver,18,,Craftsmanship,,ge-item-pages
Velveteen Wedge Cap of Crafting,410796,2012-05-11T03:20:39Z,0,Velveteen Wedge Cap of Crafting,Hat,,28,,,,,,Discipline of the Hand,,12500,,,"Red, Yellow",24,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Wedge Cap of Crafting |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Ice Shard |Crystal 1 Amount = 8 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Undyed Velveteen, Velveteen Wedge Cap |Main Hand NQ = Velveteen Wedge Cap of Crafting |Main Hand HQ+1 = Velveteen Wedge Cap of Crafting +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Wedge Cap of Crafting |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1856,Weaver,18,,Magic Craftsmanship,,ge-item-pages
Velveteen Wedge Cap of Gathering,410992,2012-05-11T03:21:05Z,0,Velveteen Wedge Cap of Gathering,Hat,,28,,,,,,Disciplines of the Land or Hand,,12500,,,"Red, Yellow",24,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,6,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Wedge Cap of Gathering |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Ice Shard |Crystal 1 Amount = 8 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Undyed Velveteen, Velveteen Wedge Cap |Main Hand NQ = Velveteen Wedge Cap of Gathering |Main Hand HQ+1 = Velveteen Wedge Cap of Gathering +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Wedge Cap of Gathering |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1856,Weaver,18,,Perception,,ge-item-pages
Venerer's Bracers,7323,2012-07-24T18:18:44Z,0,Venerer's Bracers,Gloves,1.17,,35,,,,,"ARC, BRD",,15290,,,,28,,,,,,,,,,,3,8,3,,,,,,-2,,3,,,,,,,,,,,,,,No,No,,,,Yes,Yes,1,Leatherworker,,,,,ge-item-pages
Verdant Hora,272324,2012-07-11T18:44:58Z,0,Verdant Hora,Pugilist's Arm,1.18,50,,,,,,"PGL, MNK",,131760,,,,,,106,2.9,2,,,100,,,,,,2,,,,,,3,,,,2,,,,,,,,,yes,,,No,Yes,,,,yes,yes,,Goldsmith,,,,,ge-item-pages
Verdant Scepter,273272,2012-07-11T18:44:59Z,0,Verdant Scepter,Thaumaturge's Arm,1.18,50,,,,,,"THM, BLM",,107360,,,,,,38,3.0,1,,,100,,,,,,,17,12,,,,,,,3,2,,,,,,,,,yes,,,no,Yes,,,,yes,yes,,Goldsmith,,,,An electrum scepter decorated with jade inlay.,ge-item-pages
Verdant Shortbow,35175,2012-08-08T15:14:12Z,0,Verdant Shortbow,Archer's Arm,1.18,50,,,,,,"ARC, BRD",,146400,,,,,,77,3.5,1,,,,,,100,,,5,,,,,,,,3,,3,,,,,,,,,,,,No,Yes,,,,yes,yes,,Carpenter,,,,,ge-item-pages
Vert Lac Bugs,36331,2012-05-14T05:20:10Z,1,Vert Lac Bugs,Paint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,108,,,,,An insect from whose secretions vert lacquer can be made.,ge-item-pages
Vert Lacquer,338873,2011-10-01T15:29:24Z,1,Vert Lacquer,Paint,,,,,,,,,,,,Lacquer,"Argent,Azure,Gules,Or,Purpure,Sable,Vert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Vert Lacquer | Primary Skill = Alchemy | Primary Skill Level = 15 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Water Shard |Crystal 1 Amount = 4 |Crystal 2 = Fire Shard |Crystal 2 Amount = 4 |Ingredients = Vert Lac Bugs, Vert Lac Bugs, Vert Lac Bugs, Vert Lac Bugs |Main Hand NQ = Vert Lacquer x 12 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,108,,,+3,,Shiny green varnish made from lac bug secretions. Used for coloring wood.,ge-item-pages
Vestryman's Faith Materia I,343473,2012-01-03T00:34:04Z,0,Vestryman's Faith Materia I,Materia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mind: +1, Piety: +1",Legs,,,Carbonized Matter,,,,,,,,,,,ge-item-pages
Vestryman's Faith Materia II,343438,2012-01-03T00:32:59Z,0,Vestryman's Faith Materia II,Materia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mind: +2, +3, Piety:+2, +3",Legs,,,Petrified Matter,,,,,,,,,,,ge-item-pages
Vestryman's Faith Materia III,343410,2012-01-03T00:32:35Z,0,Vestryman's Faith Materia III,Materia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mind: +4, +5, +6, Piety: +4, +5, +6",Legs,,,Fossilized Matter,,,,,,,,,,,ge-item-pages
Vestryman's Faith Materia IV,343374,2012-01-03T00:32:25Z,0,Vestryman's Faith Materia IV,Materia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mind: +7, +8, +9, +10, Piety: +7, +8, +9, +10",Legs,,,Fossilized Matter,,,,,,,,,,,ge-item-pages
Veteran's Acton,118365,2012-07-24T21:31:04Z,0,Veteran's Acton,War Garb,,49,,,,,,Discipline of War,,30580,,,,141,,,,,,,,,,,10,10,,,,,,,,,,,,,40,40,,,,,,,,,No,No,,,,Yes,,9200,Weaver,,,,,ge-item-pages
Veteran's Field Belt,129122,2012-07-24T21:29:17Z,0,Veteran's Field Belt,Belt,1.21,47,,,,,,Discipline of War,,16680,,,,19,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,No,No,,,,Yes,,2520,Leatherworker,,,,,ge-item-pages
Veteran's Pot Helm,128973,2012-07-24T21:29:34Z,0,Veteran's Pot Helm,Helm,1.21,49,,,,,,Discipline of War,,15290,,,,78,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,No,No,,,,Yes,,6440,Leatherworker,,,,,ge-item-pages
Vibrant Archon Egg,41211,2012-07-13T14:58:45Z,0,Colored Archon Egg,Gemstone,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,63,,,,,A prophetic egg decorated with colored camouflage.,ge-item-pages
Vibrant Arrows,486682,2010-12-26T02:59:03Z,0,Vibrant Arrows,Quest Item,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,ge-item-pages
Vibrant Egg Cap,229557,2012-07-25T19:57:41Z,0,Vibrant Egg Cap,Hat,1.17,,20,,All Classes,,,,,12000,,,,17,,,,,,,,,,,,2,,,,,,,,,,,,,20,,,,,,,,,,No,No,,,,Yes,,10,Armorer,10,,,,ge-item-pages
Vibrant Egg Ring,134443,2012-07-25T19:57:57Z,0,Vibrant Egg Ring,Ring,,,1,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,No,No,,,,Yes,Yes,1,Goldsmith,,,,,ge-item-pages
Viking Sword,171921,2012-05-19T04:02:39Z,0,Bronze Gladius,Gladiator's Arm,,7,,,,,,"GLA, PLD",,87840,,,,,,10,2.5,1,,,,,100,,,,1,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,"{{Recipe |Name = Bronze Gladius |Primary Skill = Blacksmithing |Primary Skill Level = 3 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Fire Shard |Crystal 1 Amount = 2 |Crystal 2 = Earth Shard |Crystal 2 Amount = 1 |Ingredients = Bronze Ingot, Sheep Leather, Bone Chip |Main Hand NQ = Bronze Gladius |Main Hand HQ+1 =Bronze Gladius +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Bronze Gladius |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,800,Blacksmith,,,,An old cavalry sword made of bronze.,ge-item-pages
Vintage Bastard Sword,104172,2012-05-19T05:27:02Z,0,Goblin Dagger,Gladiator's Arm,,,31,,,,,"GLA, PLD",,78080,,,,,,35,2.4,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Goblin Dagger |Primary Skill = Blacksmithing |Primary Skill Level = 28 |Crystal 1 = Earth Shard |Crystal 1 Amount = 6 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Blunt Goblin Dagger, Walnut Lumber, Mudstone Whetstone |Main Hand NQ = Goblin Dagger |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Goblin Dagger |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,Yes,,2880,Blacksmith,,,,,ge-item-pages
Vintage Bill,136840,2012-05-19T14:04:29Z,0,Vintage Bill,Marauder's Arm,,,47,,,,,"MRD, WAR",,131760,,,,,,135,4.2,1,,,,,100,,,,,,,,,,,,1,,,,,,,,,,,yes,,,Y,Y,,"{{Recipe |Name = Vintage Bill |Primary Skill = Blacksmithing |Primary Skill Level = 42 |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = Wind Shard |Crystal 2 Amount = 11 |Ingredients = Notched Bill, Elm Lumber, Ragstone, Iron Rivets |Main Hand NQ = Vintage Bill |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Vintage Bill |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,yes,,7488,Blacksmith,,,,,ge-item-pages
Vintage Buckler,473275,2012-05-18T02:18:39Z,0,Vintage Buckler,Shield,,,36,,,,,"GLA, CNJ, THM, WHM, PLD, BLM",,48800,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Vintage Buckler |Primary Skill = Armorcraft |Primary Skill Level = 32 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 6 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Notched Buckler, Ragstone, Iron Rivets, Mahogany Lumber, Lanolin |Main Hand NQ = Vintage Buckler |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Vintage Buckler |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,Yes,,5180,Armorer,26,No,,,ge-item-pages
Vintage Celata,510584,2012-05-18T02:01:05Z,0,Vintage Celata,Helm,,,30,,,,"GLA, MRD, LNC, PLD, WAR, DRG, BSM, ARM",,,20850,,,,34,,,,,,,,,,,,,,,,,,,1,,,,,,25,,,,,,,,,,Yes,Yes,,"{{Recipe | Name = Vintage Celata | Primary Skill = Armorcraft | Primary Skill Level = 27 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Earth Shard |Crystal 2 Amount = 3 |Ingredients = Cider Vinegar, Dented Celata, Bronze Plate, Brass Ingot, Sheep Leather, Lanolin |Main Hand NQ = Vintage Celata |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Vintage Celata |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,Yes,,6510,Armorer,,No,Strength,,ge-item-pages
Vintage Chef's Apron,479830,2012-05-11T03:25:16Z,0,Vintage Chef's Apron,Attire,,,36,,,,"LNC, THM, DRG, BLM, ALC, CUL, FSH",,,27800,,,,62,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,yes,yes,,"{{Recipe |Name = Vintage Chef's Apron |Primary Skill = Weaving |Primary Skill Level = 32 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 8 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Stained Chef's Apron, Undyed Velveteen, Undyed Linen, Dew Thread |Main Hand NQ = Vintage Chef's Apron |Main Hand HQ+1 = Vintage Chef's Apron +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Vintage Chef's Apron |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,yes,,4810,Weaver,,,Craftsmanship,,ge-item-pages
