mob_name,zone,map_coords,event_or_quest,level_range,drops,behavior_flags,source
Stuffed Dodo,Central Thanalan,26-21,,15,"{{Drops|Name=Dodo Feather|11|50}}, {{Drops|Name=Dodo Tenderloin|24|50}}, {{Drops|Name=Dodo Skin|17|50}}, {{Drops|Name=Dodo Egg|10|50}}, {{Drops|Name=Paprika|7|50}}, {{Drops|Name=Ruby Tomato|8|50}}",P,ge-mob-pages
Stumbling Funguar,Central Shroud,,"Clearing the Forest, Reforesting Bentbranch, Spore Spoor",,,,ge-mob-pages
Sulfur Slug,The Aurum Vale,,,52,,A,ge-mob-pages
Sultan's Trumpet,South Shroud,"42-48, 39-52",,14 - 16,"{{Drops|Name=Formic Acid|2|3}}, {{Drops|Name=Bloodworm|1|3}}, {{Drops|Name=Mole Sinew|1|3}}",P,ge-mob-pages
Sultan's Trumpet,Western Thanalan,"9-20, 33-16",,14 - 16,"{{Drops|Name=Mole Sinew|6|10}}, {{Drops|Name=Mole Meat|9|10}}, {{Drops|Name=Formic Acid|1|10}}, {{Drops|Name=Bloodworm|2|10}}",P,ge-mob-pages
Sultansworn Elite (Mob),Central Thanalan,,Parley on High Ground,50,,A,ge-mob-pages
Sun Midge Swarm,Southern Thanalan,40-43,,6,,A,ge-mob-pages
Sundrake,Eastern Thanalan,,,,,A,ge-mob-pages
Sundrake,Southern Thanalan,,,,,A,ge-mob-pages
Sundrake,Central Thanalan,"31-35, 32-35, 33-35, 33-34, 33-33",,60-64,,A,ge-mob-pages
Sure-footed Billygoat,Western La Noscea,,A Terrible Thirst,,,P,ge-mob-pages
Surf Eft,Upper La Noscea,18-13,,,,A,ge-mob-pages
Sylph Susurrus,East Shroud,,,,,,ge-mob-pages
Syrphid Cloud,Eastern La Noscea,,Annexing the Shore,,"{{Drops|Name=Syrphid Basket|2|8}}, {{Drops|Name=Moko Grass|1|8}}",,ge-mob-pages
Syrphid Cloud,Eastern Thanalan,,Sucking Blood Again,,,,ge-mob-pages
Syrphid Cloud,Cassiopeia Hollow,,Protecting the Pilgrims,,,,ge-mob-pages
Syrphid Cloud,Western La Noscea,,The Swarm,,,,ge-mob-pages
Syrphid Swarm,Western La Noscea,,,,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",P,ge-mob-pages
Syrphid Swarm,Eastern La Noscea,32-23,,21-24,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",P,ge-mob-pages
Syrphid Swarm,Lower La Noscea,,,,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",P,ge-mob-pages
Syrphid Swarm,Western Thanalan,,,,"{{Drops|Name=Moko Grass||}}, {{Drops|Name=Honey||}}, {{Drops|Name=Syrphid Basket||}}, {{Drops|Name=Cotton Boll||}}",P,ge-mob-pages
Tainted Louse,The Thousand Maws of Toto-Rak,,,39,,A,ge-mob-pages
Tarbh Uisge,Eastern La Noscea,38-20,Wanted: Mammoth and Master,,,A,ge-mob-pages
Tempered Captive,Paglth'an,,Lord Errant,,,P,ge-mob-pages
Tempest Biast,Upper La Noscea,29-34,,,,A,ge-mob-pages
Territorial Angler,Eastern Thanalan,,Caravan Security (Drybone),50,,A,ge-mob-pages
Territorial Antling,Western Thanalan,Horizon's Edge,Caravan Security (Horizon's Edge),27,{{Drops|Name=Formic Acid|0|0}},A,ge-mob-pages
Territorial Chiglet,South Shroud,Tranquil Paths,Caravan Security (Tranquil Paths),25,"{{Drops|Name=Beastkin Blood|Link=|0|0}}, {{Drops|Name=Moko Grass |Link=|0|0}}",A,ge-mob-pages
Territorial Coblyn,Western Thanalan,Horizon's Edge,Caravan Security (Horizon's Edge),25,{{Drops|Name=Tin Ore|0|0}},A,ge-mob-pages
Territorial Digger,Eastern Thanalan,Drybone,Caravan Security (Drybone),50,,A,ge-mob-pages
Territorial Dreadwolf,North Shroud,,Caravan Security (Treespeak),46,"{{Drops|Name=Moko Grass|Link=|0|0}}, {{Drops|Name=Wolf Fang|Link=|0|0}}, {{Drops|Name=Wolf Hide|Link=|0|0}}",A,ge-mob-pages
Territorial Galago,South Shroud,Tranquil Paths,Caravan Security (Tranquil Paths),27,"{{Drops|Name=Chicken Breast |Link=|0|0}}, {{Drops|Name=Faerie Apple |Link=|0|0}}, {{Drops|Name=Galago Mint |Link=|0|0}}, {{Drops|Name=Gil Bun |Link=|0|0}}, {{Drops|Name=Gridanian Walnut |Link=|0|0}}, {{Drops|Name=Lalafellin Lentil|Link=|0|0}}",P,ge-mob-pages
Territorial Gnat,Eastern Thanalan,Drybone,Caravan Security (Drybone),48,,A,ge-mob-pages
Territorial Hog,North Shroud,,Caravan Security (Treespeak),50,"{{Drops|Name=Black Truffle|Link= |0|0}}, {{Drops|Name=Boar Hide|Link= |0|0}}, {{Drops|Name=Button Mushroom|Link=|0|0}}, {{Drops|Name=Popoto|Link= |0|0}}",A,ge-mob-pages
Territorial Megalocrab,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),48,"{{Drops|Name=Malm Kelp |0|0}}, {{Drops|Name=Megalocrab Leg|0|0}}",A,ge-mob-pages
Territorial Raptor,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),50,"{{Drops|Name=Raptor Shank|0|0}}, {{Drops|Name=Raptor Sinew|0|0}}, {{Drops|Name=Raptor Skin |0|0}}",A,ge-mob-pages
Territorial Roselet,North Shroud,,Caravan Security (Treespeak),48,"{{Drops|Name=Cloves|Link= |0|0}}, {{Drops|Name=Cotton Boll|Link= |0|0}}, {{Drops|Name=Flax|Link= |0|0}}, {{Drops|Name=Growth Formula Alpha|Link=|0|0}}, {{Drops|Name=Red Landtrap Leaf|Link= |0|0}}",A,ge-mob-pages
Territorial Scavenger,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),46,"{{Drops|Name=Blue Yarzon Leg|0|0}}, {{Drops|Name=Rothlyt Oyster |0|0}}",A,ge-mob-pages
Territorial Wolf,South Shroud,Tranquil Paths,Caravan Security (Tranquil Paths),29,"{{Drops|Name=Wolf Fang|Link=|0|0}}, {{Drops|Name=Wolf Hide|Link=|0|0}}",A,ge-mob-pages
Territorial Yarzon,Western Thanalan,Horizon's Edge,Caravan Security (Horizon's Edge),29,"{{Drops|Name=Alumen |0|0}}, {{Drops|Name=Blacklip Oyster |0|0}}, {{Drops|Name=Wildfowl Feather |0|0}}, {{Drops|Name=Yellow Yarzon Leg|0|0}}",A,ge-mob-pages
Thickshell,Central Shroud,24-29,,25 - 34,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Thickshell,South Shroud,38-54,,25 - 29,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Thickshell,Coerthas Eastern Lowlands,48-34,,25 - 29,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Third Order Patriarch Zu Ga,U'Ghamaro Mines,,,59,,A,ge-mob-pages
Thistletail Marmot,Eastern Thanalan,,,,"{{Drops|Name=Moko Grass|1|1}}, {{Drops|Name=Marmot Meat|1|1}}, {{Drops|Name=Gridanian Walnut|1|1}}, {{Drops|Name=Marmot Pelt|1|1}}, {{Drops|Name=Bronze Swallowtail Arrowheads||}}",P,ge-mob-pages
Thistletail Marmot,Western Thanalan,29-14,,13-15,"{{Drops|Name=Marmot Meat|1|1}}, {{Drops|Name=Marmot Pelt|1|1}}, {{Drops|Name=Gridanian Walnut|1|1}}, {{Drops|Name=Moko Grass|1|1||}}",P,ge-mob-pages
Thistletail Marmot,North Shroud,,,10 - 14,"{{Drops|Name=Marmot Meat|6|21}}, {{Drops|Name=Marmot Pelt|7|21}}, {{Drops|Name=Gridanian Walnut|2|21}}, {{Drops|Name=Moko Grass|6|20}}, {{Drops|Name=Bronze Swallowtail Arrowheads|1|7}}",P,ge-mob-pages
Thorned Roseling,Eastern La Noscea,"23-32, 33-21",,25,"{{Drops|Name=Red Landtrap Leaf|0|2}}, {{Drops|Name=Dodo Skin|0|2}}, {{Drops|Name=Flax|1|2}}, {{Drops|Name=Growth Formula Alpha|0|2}}, {{Drops|Name=Cotton Boll|1|2}}, {{Drops|Name=Cloves|1|2}}",A,ge-mob-pages
Tiny Dormouse,Western La Noscea,,,,,P,ge-mob-pages
Toad Poacher,The Tam-Tara Deepcroft,6-3 7-4,,40-44,"{{Drops|Name=Buffalo Hide|Link=|2|4}}, {{Drops|Name=Chocobo Feather|Link=|2|4}}, {{Drops|Name=Nutmeg|Link=|2|4}}, {{Drops|Name=Salted Butter|Link=|1|4}}, {{Drops|Name=Wildfowl Feather|Link=|2|4}}",A,ge-mob-pages
Toad Poacher,The Mun-Tuy Cellars,,,34-39,"{{Drops|Name=Alligator Pear|Link=|0|3}}, {{Drops|Name=Buffalo Hide|Link=|1|3}}, {{Drops|Name=Chocobo Feather|Link=|0|3}}, {{Drops|Name=Nutmeg|Link=|0|3}}, {{Drops|Name=Salted Butter|Link=|0|3}}, {{Drops|Name=Wildfowl Feather|Link=|2|3}}",A,ge-mob-pages
Toad Poacher,West Shroud,,,,"{{Drops|Name=Alligator Pear|Link=|0|0}}, {{Drops|Name=Buffalo Hide|Link=|0|0}}, {{Drops|Name=Chocobo Feather|Link=|0|0}}, {{Drops|Name=Nutmeg|Link=|0|0}}, {{Drops|Name=Salted Butter|Link=|0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Toadsquatter Femomo,Coerthas Central Highlands,,Wanted: Toadsquatter Femomo,,,,ge-mob-pages
Toadstool,Coerthas Central Highlands,"24-31, 32-24",,51-54,{{Drops|Name=Walnut Log|Link=|1|2}},P,ge-mob-pages
Toadstool,Mor Dhona,,,,,P,ge-mob-pages
Toadtrap,Central Shroud,30-33,,31-32,"{{Drops|Name=Blue Landtrap Leaf|Link=|3|3}}, {{Drops|Name=Flax|Link= |2|3}}",A,ge-mob-pages
Toothless Gladiator,Ul'dah,5-5,The House Always Wins,20,,A,ge-mob-pages
Tourney Gladiator,Ul'dah,,Court in the Sands,3,,A,ge-mob-pages
Toxic Flytrap,East Shroud,,"Wanted: Alvara Sourkiss, All Nine Ivies is a Stage",,,,ge-mob-pages
Toxic Toad,Western La Noscea,6-11,,,"{{Drops|Name=Gigantoad Skin||}}, {{Drops|Name=Muddy Water||}}, {{Drops|Name=Wildfowl Feather||}}",A,ge-mob-pages
Toxic Toad,Coerthas Central Lowlands,36-42,,,,A,ge-mob-pages
Toxic Toad,Coerthas Western Highlands,19-27,,,,A,ge-mob-pages
Toxic Toad,Coerthas Eastern Lowlands,48-25,,,,A,ge-mob-pages
Toxic Toad,Coerthas Central Highlands,34-26,,,,A,ge-mob-pages
Toxic Toad,South Shroud,38-45,,,,A,ge-mob-pages
Toxic Toad,Mor Dhona,,,,,A,ge-mob-pages
Trancetoad,North Shroud,,Alone in the Dark,40-52,,A,ge-mob-pages
Tree Slug,South Shroud,39-52,,27-29,"{{Drops|Name=White Coral|Link=|3|11}}, {{Drops|Name=Hawksbill Shell|Link=|2|11}}",P,ge-mob-pages
Truffle Hog,Mor Dhona,,,,{{Drops|Name=Boar Hide||}},A,ge-mob-pages
Truffle Hog,Central Shroud,26-40,,,{{Drops|Name=Boar Hide||}},A,ge-mob-pages
Truffle Hog,Coerthas Eastern Lowlands,55-25,,,{{Drops|Name=Boar Hide||}},A,ge-mob-pages
Tuco-tuco,Eastern Thanalan,,,,,P,ge-mob-pages
Tuco-tuco,Western Thanalan,10-27,,50-54,,P,ge-mob-pages
Tuco-tuco,Northern Thanalan,Cave @ 18-21,,,,P,ge-mob-pages
Turquoise Dewflower Sylph,South Shroud,,Operation: Sylph Stalkings,,{{Drops|Name=Lavender||}},,ge-mob-pages
Tusked Hog,East Shroud,,Reforesting Nine Ivies,40-52,"{{Drops|Name=Boar Hide|2|6}},{{Drops|Name=Button Mushroom|1|6}}",A,ge-mob-pages
U'Ghamaro Ashman,U'Ghamaro Mines,6-5,,55,"{{Drops|Name=Brass U'Ghamaro Coffer Key|0|3}}, {{Drops|Name=Titan Copperpiece|1|3}}",A,ge-mob-pages
U'Ghamaro Gateman,U'Ghamaro Mines,6-4,,56-57,{{Drops|Name=Titan Copperpiece|0|0}},A,ge-mob-pages
U'Ghamaro Gurneyman,U'Ghamaro Mines,,,52-57,{{Drops|Name=Titan Copperpiece|0|0}},A,ge-mob-pages
U'Ghamaro Junkman,U'Ghamaro Mines,6-4,,53-56,{{Drops|Name=Titan Copperpiece|0|0}},A,ge-mob-pages
U'Ghamaro Overman,U'Ghamaro Mines,5-3,,55,"{{Drops|Name=Silver U'Ghamaro Coffer Key|26|79}}, {{Drops|Name=Titan Copperpiece|17|79}}",A,ge-mob-pages
U'Ghamaro Underman,U'Ghamaro Mines,5-3,,50,{{Drops|Name=Titan Copperpiece|1|5}},A,ge-mob-pages
Uncommon Cactuar,Central Shroud,,Necrologos: Thousandfold Agony,,,,ge-mob-pages
Unknown Soldier,Cassiopeia Hollow,"9-5, 10-5",,47,"{{Drops|Name=Anathema| 15|78}}, {{Drops|Name=Aquamarine Choker| 1|78}}, {{Drops|Name=Cotton Yarn| 17|78}}, {{Drops|Name=Garnet Choker| 4|78}}, {{Drops|Name=Goshenite Choker| 2|78}}, {{Drops|Name=Paladin's Trousers|7|78}}, {{Drops|Name=Peridot Choker| 2|78}}, {{Drops|Name=Undyed Velveteen| 7|78}}, {{Drops|Name=Amethyst Choker| 1|13}}",A,ge-mob-pages
Uraeus,Coerthas Eastern Lowlands,54-36,,62-65,"{{Drops|Name=Uraeus Skin|0|0}}, {{Drops|Name=Basilisk Egg|0|0}}, {{Drops|Name=Siltstone|0|0}}",A,ge-mob-pages
Vale Diremite,The Aurum Vale,,,54,"{{Drops|Name=Diremite Sinew|Link=|0|0}}, {{Drops|Name=Diremite Web |Link=|0|0}}",A,ge-mob-pages
Vale Wasp,The Aurum Vale,,,53,{{Drops|Name=Uncultured Pearl|Link=|0|0}},A,ge-mob-pages
Velociraptor,Coerthas Western Highlands,7-18,,,,A,ge-mob-pages
Velociraptor,Coerthas Eastern Highlands,55-8,,,,A,ge-mob-pages
Venomtongue Assassin,Western Thanalan,,Sweet Vengeance,20-32,,A,ge-mob-pages
Venomtongue Assassin,Eastern Thanalan,,Juggling Knives,40-52,{{Drops|Name=Buffalo Leather|Link=|1|3}},A,ge-mob-pages
VIIth Legion Centurion,Castrum Novum,,,57,,A,ge-mob-pages
VIIth Legion Eques,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Eques,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
VIIth Legion Hoplomachus,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Hoplomachus,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
VIIth Legion Laquearius,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Laquearius,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
VIIth Legion Medicus,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Medicus,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
VIIth Legion Sagitarius,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Sagitarius,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
VIIth Legion Secutor,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Secutor,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
VIIth Legion Signifer,Mor Dhona,,,54,,A,ge-mob-pages
VIIth Legion Signifer,Castrum Novum,,United We Stand,55,,A,ge-mob-pages
Vile Gnat,Lower La Noscea,,Necrologos: Lightsome Verdure,,"{{Drops|Name=Chicken Breast||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Gnat Wing||}}, {{Drops|Name=Rat Tail||}}, {{Drops|Name=Bone Chip||}}",A,ge-mob-pages
Vile Gnat,Western Thanalan,,Securing Nophica's Wells,30-42,,A,ge-mob-pages
Vile Gnat,Central Shroud,,Necrologos: In Shadow Bemantled,,"{{Drops|Name=Chicken Breast||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Gnat Wing||}}, {{Drops|Name=Rat Tail||}}, {{Drops|Name=Bone Chip||}}",A,ge-mob-pages
Vile Gnat,The Mun-Tuy Cellars,,Undercutting the Competition,,,A,ge-mob-pages
Vile Gnat,Cassiopeia Hollow,,Protecting the Pilgrims,,,A,ge-mob-pages
Void Flame,The Thousand Maws of Toto-Rak,,,39,,A,ge-mob-pages
Void Lantern,Southern Thanalan,37-36,Always Bet on Black,,,A,ge-mob-pages
Voidtongue Ahzabb Chah,Western Thanalan,18-37,,,,A,ge-mob-pages
Vulture,Eastern La Noscea,41-28,,45-49,,A,ge-mob-pages
Vulture Poacher,The Mun-Tuy Cellars,,,,,,ge-mob-pages
Vulturetrap,East Shroud,,,,,A,ge-mob-pages
Wadjet,Turtleback Island,1-1,Skirmish,55,,A,ge-mob-pages
Wandering Bogy,Western Thanalan,8-30,Paladin's Pledge,32,{{Drops|Name=Hempen Yarn|Link=|1|2}},A,ge-mob-pages
Wandering Mage,Western Thanalan,8-30,Paladin's Pledge,34,{{Drops|Name=Iron Arrow|Link=|5|2}},A,ge-mob-pages
Wandering Soldier,Western Thanalan,8-30,Paladin's Pledge,34,{{Drops|Name=Flax|Link=|1|2}},A,ge-mob-pages
Wandering Wight,The Mun-Tuy Cellars,5-3 - 5-4,,35,"{{Drops|Name=Bone Chip|Link=|48|100}}, {{Drops|Name=Soiled Femur|Link=|28|100}}",A,ge-mob-pages
Wandering Wisp,Nanawa Mines,,Corpus Adamance,,{{Drops|Name=Firepot|0|0}},A,ge-mob-pages
Wandering Wisp,Nanawa Mines,,Spirited Below,,{{Drops|Name=Firepot|0|0}},A,ge-mob-pages
Wandering Wisp,Western Thanalan,8-30,Paladin's Pledge,32,"{{Drops|Name=Firepot| 5|2}}, {{Drops|Name=Obsidian|1|2}}",A,ge-mob-pages
Watchwolf,Natalan,,,50-55,"{{Drops|Name=Wolf Hide|Link=|0|0}}, {{Drops|Name=Wolf Fang|Link=|0|0}}",A,ge-mob-pages
Water Elemental,Mistbeard Cove,5-5,,40-49,"{{Drops|Name=Eye of Water|Link=|1|5}}, {{Drops|Name=Water Cluster|Link=|1|5}}",A,ge-mob-pages
Water Elemental,Upper La Noscea,23-10,,40-68,"{{Drops|Name=Eye of Water|Link=|0|0}}, {{Drops|Name=Water Cluster|Link=|0|0}}",A,ge-mob-pages
Water Elemental,Eastern La Noscea,,,70-79,"{{Drops|Name=Eye of Water|Link=|0|0}}, {{Drops|Name=Water Cluster|Link=|0|0}}",A,ge-mob-pages
Water Elemental,Central Shroud,31-29,Underneath the Shell,30-42,"{{Drops|Name=Eye of Water|Link=|1|1}}, {{Drops|Name=Water Cluster|Link=|0|1}}",A,ge-mob-pages
Water Elemental,Central Shroud,,Underneath the Shell,30-42,"{{Drops|Name=Eye of Water|Link=|0|0}}, {{Drops|Name=Water Cluster|Link=|0|0}}",A,ge-mob-pages
Water Elemental,North Shroud,Treespeak,Sylph-inflicted Wounds,40-52,"{{Drops|Name=Eye of Water|Link=|0|0}}, {{Drops|Name=Water Cluster|Link=|0|0}}",A,ge-mob-pages
Water Elemental,Central Shroud,Sorrel Haven,The Chorus of Cataclysm,55,,A,ge-mob-pages
Waterdog,West Shroud,14-29,,75 - 79,,A,ge-mob-pages
Wayside Archer,North Shroud,,Caravan Security (Treespeak),48,"{{Drops|Name=Buffalo Hide|Link= |0|0}}, {{Drops|Name=Chocobo Feather|Link= |0|0}}, {{Drops|Name=Nutmeg|Link= |0|0}}, {{Drops|Name=Salted Butter|Link= |0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Wayside Backstabber,Eastern Thanalan,,Caravan Security (Drybone),48,,A,ge-mob-pages
Wayside Bewitcher,Eastern Thanalan,,Caravan Security (Drybone),48,,A,ge-mob-pages
Wayside Bludgeoner,Eastern Thanalan,,Caravan Security (Drybone),48,,A,ge-mob-pages
Wayside Boarder,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),48,"{{Drops|Name=Ala Mhigan Mustard|0|0}}, {{Drops|Name=Black Pepper |0|0}}, {{Drops|Name=Faerie Apple |0|0}}",A,ge-mob-pages
Wayside Lancer,North Shroud,,Caravan Security (Treespeak),48,"{{Drops|Name=Buffalo Hide|Link= |0|0}}, {{Drops|Name=Chocobo Feather|Link= |0|0}}, {{Drops|Name=Nutmeg|Link= |0|0}}, {{Drops|Name=Salted Butter|Link= |0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Wayside Pugilist,North Shroud,,Caravan Security (Treespeak),48,"{{Drops|Name=Buffalo Hide|Link= |0|0}}, {{Drops|Name=Chocobo Feather|Link= |0|0}}, {{Drops|Name=Nutmeg|Link= |0|0}}, {{Drops|Name=Salted Butter|Link= |0|0}}, {{Drops|Name=Wildfowl Feather|Link=|0|0}}",A,ge-mob-pages
Wayside Raider,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),48,"{{Drops|Name=Ala Mhigan Mustard|0|0}}, {{Drops|Name=Black Pepper |0|0}}, {{Drops|Name=Faerie Apple |0|0}}",A,ge-mob-pages
Wayside Sniper,Western La Noscea,Skull Valley,Caravan Security (Skull Valley),48,"{{Drops|Name=Ala Mhigan Mustard|0|0}}, {{Drops|Name=Black Pepper |0|0}}, {{Drops|Name=Faerie Apple |0|0}}",A,ge-mob-pages
Wendigo,Central Thanalan,32-36,,56,,A,ge-mob-pages
Westroad Footpad,Western La Noscea,,,,,A,ge-mob-pages
Westroad Footpad,Nanawa Mines,4-5,,,,A,ge-mob-pages
Westroad Raider,Western La Noscea,7-14,,31,"{{Drops|Name=Tallow Candle|1|2}}, {{Drops|Name=Buffalo Leather|1|2}}",A,ge-mob-pages
Wharf Rat,Lower La Noscea,26-29,,,"{{Drops|Name=Bone Chip|8|40}}, {{Drops|Name=Cloves|5|40}}, {{Drops|Name=Rat Tail|7|40}}",P,ge-mob-pages
Wharf Rat,Eastern La Noscea,"33-19, 36-20, 24-36, 34-18,",,2-3,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Rat Tail||}}, {{Drops|Name=Cloves||}}, {{Drops|Name=Rock Salt||}}",P,ge-mob-pages
Whiskerwall Kupdi Koop,Thornmarch,,A Feast of Fools,50,,A,ge-mob-pages
Whitetalon,Western La Noscea,4-18,International Relations,46,,A,ge-mob-pages
Wicked Soul,The Mun-Tuy Cellars,,Sly Spirits,30-42,"{{Drops|Name=Undyed Cotton Cloth|1|6}},",A,ge-mob-pages
Widargelt the Watcher,Mor Dhona,11-16,Return of the King...of Ruin,55,,A,ge-mob-pages
Widow's Suitor,The Thousand Maws of Toto-Rak,Interrogation Chamber,,39,,A,ge-mob-pages
Widowmaker (Diremite),Mor Dhona,,,,,A,ge-mob-pages
Wight Warrior,Mistbeard Cove,6-4,,45-49,"{{Drops|Name=Bone Chip|0|4}},{{Drops|Name=Bronze Chain|0|4}},{{Drops|Name=Soiled Femur|2|4}},{{Drops|Name=Silver Goblet|0|4}},{{Drops|Name=Steel Ingot|2|4}},{{Drops|Name=Skull Eyepatch (Black)|0|4}}",A,ge-mob-pages
Wight Warrior,West Shroud,,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Goblet||}},{{Drops|Name=Steel Ingot||}},{{Drops|Name=Skull Eyepatch (Black)||}}",A,ge-mob-pages
Wight Warrior,Northern Thanalan,,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Goblet||}},{{Drops|Name=Steel Ingot||}},{{Drops|Name=Skull Eyepatch (Black)||}}",A,ge-mob-pages
Wight Warrior,Western Thanalan,,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Silver Goblet||}},{{Drops|Name=Steel Ingot||}},{{Drops|Name=Skull Eyepatch (Black)||}}",A,ge-mob-pages
Wild Boar,Coerthas Eastern Highlands,51-10,,,,A,ge-mob-pages
Wild Boar,Coerthas Eastern Lowlands,59-27,,,,A,ge-mob-pages
Wild Boar,East Shroud,,,,,A,ge-mob-pages
Wild Ewe,Eastern La Noscea,36-19,,18,"{{Drops|Name=Fleece||}}, {{Drops|Name=Sheepskin||}}",P,ge-mob-pages
Wild Hog,Coerthas Central Highlands,35-32,,,"{{Drops|Name=Boar Hide||}}, {{Drops|Name=Black Truffle||}}",A,ge-mob-pages
Wild Hog,Coerthas Western Highlands,16-23,,,"{{Drops|Name=Boar Hide||}}, {{Drops|Name=Black Truffle||}}",A,ge-mob-pages
Wild Hog,Coerthas Eastern Lowlands,53-24,,,"{{Drops|Name=Boar Hide||}}, {{Drops|Name=Black Truffle||}}",A,ge-mob-pages
Wild Hog,The Tam-Tara Deepcroft,,,,"{{Drops|Name=Boar Hide||}}, {{Drops|Name=Black Truffle||}}",A,ge-mob-pages
Wild Hog,East Shroud,Cave @ 46-32,,,"{{Drops|Name=Boar Hide||}}, {{Drops|Name=Black Truffle||}}",A,ge-mob-pages
Wild Hog,Central Shroud,27-29,,,"{{Drops|Name=Boar Hide||}}, {{Drops|Name=Black Truffle||}}",A,ge-mob-pages
Wild Hog,North Shroud,"20-12, 23-16, 26-16",,40-49,"{{Drops|Name=Black Truffle|0|6}}, {{Drops|Name=Boar Hide|0|6}}, {{Drops|Name=Coerthas Carrot|0|6}}, {{Drops|Name=Button Mushroom|0|6}}, {{Drops|Name=Popoto|2|6}}, {{Drops|Name=Sun Lemon|0|6}}, {{Drops|Name=Ruby Tomato|0|6}}",A,ge-mob-pages
Wild Jackal,Mistbeard Cove,5-5,,45-48,"{{Drops|Name=Hyena Fang|3|8}},{{Drops|Name=Prickly Pineapple|1|8}}",A,ge-mob-pages
Wild Jackal,Eastern La Noscea,,,,,A,ge-mob-pages
Will-o'-the-wisp,South Shroud,42-48,,17,"{{Drops|Name=Obsidian||}}, {{Drops|Name=Firepot||}}",A,ge-mob-pages
Will-o'-the-wisp,Western Thanalan,13-23,,17-20,,A,ge-mob-pages
Will-o'-the Wykes,The Mun-Tuy Cellars,4-7,,,,A,ge-mob-pages
Will-o'-the Wykes,Nanawa Mines,6-4,,,{{Drops|Name=Obsidian||}},A,ge-mob-pages
Wind Elemental,Nanawa Mines,,,40-68,"{{Drops|Name=Eye of Wind|Link=|0|0}}, {{Drops|Name=Wind Cluster|Link=|0|0}}",A,ge-mob-pages
Wind Elemental,Eastern Thanalan,,Secrets of the Sultanate,40-68,"{{Drops|Name=Eye of Wind|Link=|0|0}}, {{Drops|Name=Wind Cluster|Link=|0|0}}",A,ge-mob-pages
Wind Elemental,Central Shroud,,,30-39,"{{Drops|Name=Eye of Wind|Link=|0|0}}, {{Drops|Name=Wind Cluster|Link=|0|0}}",A,ge-mob-pages
